CALENDAR_DATE,PRICE,QUANTITY,SELL_ID,SELL_CATEGORY
02/08/12,12.75,16,2052,2
02/08/12,12.6,30,2053,2
02/09/12,15.5,88,1070,0
02/09/12,12.73,28,2051,2
02/09/12,12.75,16,2052,2
02/09/12,12.6,42,2053,2
02/10/12,15.5,90,1070,0
02/10/12,12.73,26,2051,2
02/10/12,12.75,20,2052,2
02/10/12,12.6,44,2053,2
02/11/12,15.5,76,1070,0
02/11/12,12.73,26,2051,2
02/11/12,12.75,14,2052,2
02/11/12,12.6,40,2053,2
02/12/12,15.5,72,1070,0
02/12/12,12.73,26,2051,2
02/12/12,12.75,16,2052,2
02/12/12,12.6,34,2053,2
2/13/12,15.5,90,1070,0
2/13/12,12.73,30,2051,2
2/13/12,12.75,16,2052,2
2/13/12,12.6,46,2053,2
2/14/12,15.5,82,1070,0
2/14/12,12.73,32,2051,2
2/14/12,12.75,18,2052,2
2/14/12,12.6,44,2053,2
2/15/12,15.5,86,1070,0
2/15/12,12.73,30,2051,2
2/15/12,12.75,16,2052,2
2/15/12,12.6,48,2053,2
2/16/12,15.5,86,1070,0
2/16/12,12.73,32,2051,2
2/16/12,12.75,16,2052,2
2/16/12,12.6,42,2053,2
2/17/12,15.5,84,1070,0
2/17/12,12.73,26,2051,2
2/17/12,12.75,18,2052,2
2/17/12,12.6,42,2053,2
2/18/12,15.5,62,1070,0
2/18/12,12.73,18,2051,2
2/18/12,12.75,16,2052,2
2/18/12,12.6,30,2053,2
2/19/12,15.5,60,1070,0
2/19/12,12.73,26,2051,2
2/19/12,12.75,16,2052,2
2/19/12,12.6,28,2053,2
2/20/12,15.5,88,1070,0
2/20/12,12.73,26,2051,2
2/20/12,12.75,20,2052,2
2/20/12,12.6,44,2053,2
2/21/12,15.5,90,1070,0
2/21/12,12.73,26,2051,2
2/21/12,12.75,20,2052,2
2/21/12,12.6,44,2053,2
2/22/12,15.5,90,1070,0
2/22/12,12.73,30,2051,2
2/22/12,12.75,20,2052,2
2/22/12,12.6,44,2053,2
2/23/12,15.5,88,1070,0
2/23/12,12.73,30,2051,2
2/23/12,12.75,22,2052,2
2/23/12,12.6,46,2053,2
2/24/12,15.5,82,1070,0
2/24/12,12.73,28,2051,2
2/24/12,12.75,24,2052,2
2/24/12,12.6,46,2053,2
2/25/12,15.5,62,1070,0
2/25/12,12.73,22,2051,2
2/25/12,12.75,12,2052,2
2/25/12,12.6,36,2053,2
2/26/12,15.5,60,1070,0
2/26/12,12.73,22,2051,2
2/26/12,12.75,14,2052,2
2/26/12,12.6,30,2053,2
2/27/12,15.5,82,1070,0
2/27/12,12.73,30,2051,2
2/27/12,12.75,20,2052,2
2/27/12,12.6,50,2053,2
2/28/12,15.5,86,1070,0
2/28/12,12.73,26,2051,2
2/28/12,12.75,22,2052,2
2/28/12,12.6,42,2053,2
03/01/12,15.5,84,1070,0
03/01/12,12.73,32,2051,2
03/01/12,12.75,20,2052,2
03/01/12,12.6,50,2053,2
03/02/12,15.5,86,1070,0
03/02/12,12.73,34,2051,2
03/02/12,12.75,24,2052,2
03/02/12,12.6,46,2053,2
03/03/12,15.5,64,1070,0
03/03/12,12.73,26,2051,2
03/03/12,12.75,12,2052,2
03/03/12,12.6,30,2053,2
03/04/12,15.5,62,1070,0
03/04/12,12.73,26,2051,2
03/04/12,12.75,18,2052,2
03/04/12,12.6,28,2053,2
03/05/12,15.5,88,1070,0
03/05/12,12.73,34,2051,2
03/05/12,12.75,22,2052,2
03/05/12,12.6,46,2053,2
03/06/12,15.5,86,1070,0
03/06/12,12.73,26,2051,2
03/06/12,12.75,16,2052,2
03/06/12,12.6,44,2053,2
03/07/12,15.5,84,1070,0
03/07/12,12.73,34,2051,2
03/07/12,12.75,24,2052,2
03/07/12,12.6,44,2053,2
03/08/12,15.5,86,1070,0
03/08/12,12.73,28,2051,2
03/08/12,12.75,20,2052,2
03/08/12,12.6,42,2053,2
03/09/12,15.5,90,1070,0
03/09/12,12.73,34,2051,2
03/09/12,12.75,20,2052,2
03/09/12,12.6,44,2053,2
03/10/12,15.5,56,1070,0
03/10/12,12.73,22,2051,2
03/10/12,12.75,18,2052,2
03/10/12,12.6,28,2053,2
03/11/12,15.5,64,1070,0
03/11/12,12.73,20,2051,2
03/11/12,12.75,18,2052,2
03/11/12,12.6,34,2053,2
03/12/12,15.5,84,1070,0
03/12/12,12.73,34,2051,2
03/12/12,12.75,20,2052,2
03/12/12,12.6,50,2053,2
3/13/12,15.5,88,1070,0
3/13/12,12.73,28,2051,2
3/13/12,12.75,16,2052,2
3/13/12,12.6,44,2053,2
3/14/12,15.5,84,1070,0
3/14/12,12.73,28,2051,2
3/14/12,12.75,20,2052,2
3/14/12,12.6,42,2053,2
3/15/12,15.5,86,1070,0
3/15/12,12.73,26,2051,2
3/15/12,12.75,18,2052,2
3/15/12,12.6,46,2053,2
3/16/12,15.5,88,1070,0
3/16/12,12.73,32,2051,2
3/16/12,12.75,16,2052,2
3/16/12,12.6,46,2053,2
3/17/12,15.5,56,1070,0
3/17/12,12.73,22,2051,2
3/17/12,12.75,20,2052,2
3/17/12,12.6,28,2053,2
3/18/12,15.5,60,1070,0
3/18/12,12.73,20,2051,2
3/18/12,12.75,18,2052,2
3/18/12,12.6,30,2053,2
3/19/12,15.5,88,1070,0
3/19/12,12.73,30,2051,2
3/19/12,12.75,22,2052,2
3/19/12,12.6,50,2053,2
3/20/12,15.5,84,1070,0
3/20/12,12.73,30,2051,2
3/20/12,12.75,16,2052,2
3/20/12,12.6,42,2053,2
3/21/12,15.5,90,1070,0
3/21/12,12.73,28,2051,2
3/21/12,12.75,16,2052,2
3/21/12,12.6,42,2053,2
3/22/12,15.5,90,1070,0
3/22/12,12.73,28,2051,2
3/22/12,12.75,20,2052,2
3/22/12,12.6,44,2053,2
3/23/12,15.5,90,1070,0
3/23/12,12.73,34,2051,2
3/23/12,12.75,24,2052,2
3/23/12,12.6,46,2053,2
3/24/12,15.5,56,1070,0
3/24/12,12.73,20,2051,2
3/24/12,12.75,12,2052,2
3/24/12,12.6,32,2053,2
3/25/12,15.5,62,1070,0
3/25/12,12.73,24,2051,2
3/25/12,12.75,14,2052,2
3/25/12,12.6,32,2053,2
3/26/12,15.5,90,1070,0
3/26/12,12.73,28,2051,2
3/26/12,12.75,18,2052,2
3/26/12,12.6,50,2053,2
3/27/12,15.5,90,1070,0
3/27/12,12.73,34,2051,2
3/27/12,12.75,20,2052,2
3/27/12,12.6,46,2053,2
3/28/12,15.5,88,1070,0
3/28/12,12.73,34,2051,2
3/28/12,12.75,16,2052,2
3/28/12,12.6,48,2053,2
3/29/12,15.5,86,1070,0
3/29/12,12.73,30,2051,2
3/29/12,12.75,16,2052,2
3/29/12,12.6,50,2053,2
3/30/12,15.5,84,1070,0
3/30/12,12.73,34,2051,2
3/30/12,12.75,22,2052,2
3/30/12,12.6,42,2053,2
3/31/12,15.5,60,1070,0
3/31/12,12.73,20,2051,2
3/31/12,12.75,18,2052,2
3/31/12,12.6,28,2053,2
04/01/12,15.5,58,1070,0
04/01/12,12.73,20,2051,2
04/01/12,12.75,18,2052,2
04/01/12,12.6,34,2053,2
04/02/12,15.5,82,1070,0
04/02/12,12.73,26,2051,2
04/02/12,12.75,18,2052,2
04/02/12,12.6,44,2053,2
04/03/12,15.5,64,1070,0
04/03/12,12.73,26,2051,2
04/03/12,12.75,20,2052,2
04/03/12,12.6,36,2053,2
04/04/12,15.5,58,1070,0
04/04/12,12.73,22,2051,2
04/04/12,12.75,16,2052,2
04/04/12,12.6,30,2053,2
04/05/12,15.5,62,1070,0
04/05/12,12.73,26,2051,2
04/05/12,12.75,12,2052,2
04/05/12,12.6,30,2053,2
04/06/12,15.5,82,1070,0
04/06/12,12.73,28,2051,2
04/06/12,12.75,22,2052,2
04/06/12,12.6,44,2053,2
04/07/12,15.5,64,1070,0
04/07/12,12.73,26,2051,2
04/07/12,12.75,20,2052,2
04/07/12,12.6,32,2053,2
04/08/12,15.5,64,1070,0
04/08/12,12.73,20,2051,2
04/08/12,12.75,16,2052,2
04/08/12,12.6,30,2053,2
04/09/12,15.5,86,1070,0
04/09/12,12.73,30,2051,2
04/09/12,12.75,16,2052,2
04/09/12,12.6,44,2053,2
04/10/12,15.5,88,1070,0
04/10/12,12.73,28,2051,2
04/10/12,12.75,18,2052,2
04/10/12,12.6,50,2053,2
04/11/12,15.5,84,1070,0
04/11/12,12.73,34,2051,2
04/11/12,12.75,16,2052,2
04/11/12,12.6,50,2053,2
04/12/12,15.5,82,1070,0
04/12/12,12.73,30,2051,2
04/12/12,12.75,24,2052,2
04/12/12,12.6,50,2053,2
4/13/12,15.5,90,1070,0
4/13/12,12.73,30,2051,2
4/13/12,12.75,18,2052,2
4/13/12,12.6,42,2053,2
4/14/12,15.5,64,1070,0
4/14/12,12.73,22,2051,2
4/14/12,12.75,18,2052,2
4/14/12,12.6,34,2053,2
4/15/12,15.5,58,1070,0
4/15/12,12.73,22,2051,2
4/15/12,12.75,20,2052,2
4/15/12,12.6,28,2053,2
4/16/12,15.5,82,1070,0
4/16/12,12.73,30,2051,2
4/16/12,12.75,20,2052,2
4/16/12,12.6,50,2053,2
4/17/12,15.5,82,1070,0
4/17/12,12.73,28,2051,2
4/17/12,12.75,20,2052,2
4/17/12,12.6,42,2053,2
4/18/12,15.5,90,1070,0
4/18/12,12.73,32,2051,2
4/18/12,12.75,18,2052,2
4/18/12,12.6,46,2053,2
4/19/12,15.5,88,1070,0
4/19/12,12.73,30,2051,2
4/19/12,12.75,24,2052,2
4/19/12,12.6,48,2053,2
4/20/12,15.5,86,1070,0
4/20/12,12.73,28,2051,2
4/20/12,12.75,22,2052,2
4/20/12,12.6,48,2053,2
4/21/12,15.5,56,1070,0
4/21/12,12.73,20,2051,2
4/21/12,12.75,14,2052,2
4/21/12,12.6,28,2053,2
4/22/12,15.5,64,1070,0
4/22/12,12.73,26,2051,2
4/22/12,12.75,12,2052,2
4/22/12,12.6,36,2053,2
4/23/12,15.5,90,1070,0
4/23/12,12.73,28,2051,2
4/23/12,12.75,18,2052,2
4/23/12,12.6,46,2053,2
4/24/12,15.5,82,1070,0
4/24/12,12.73,32,2051,2
4/24/12,12.75,24,2052,2
4/24/12,12.6,48,2053,2
4/25/12,15.5,88,1070,0
4/25/12,12.73,28,2051,2
4/25/12,12.75,16,2052,2
4/25/12,12.6,48,2053,2
4/26/12,15.5,82,1070,0
4/26/12,12.73,30,2051,2
4/26/12,12.75,22,2052,2
4/26/12,12.6,46,2053,2
4/27/12,15.5,88,1070,0
4/27/12,12.73,28,2051,2
4/27/12,12.75,24,2052,2
4/27/12,12.6,48,2053,2
4/28/12,15.5,62,1070,0
4/28/12,12.73,20,2051,2
4/28/12,12.75,12,2052,2
4/28/12,12.6,34,2053,2
4/29/12,15.5,58,1070,0
4/29/12,12.73,20,2051,2
4/29/12,12.75,12,2052,2
4/29/12,12.6,28,2053,2
4/30/12,15.5,64,1070,0
4/30/12,12.73,22,2051,2
4/30/12,12.75,16,2052,2
4/30/12,12.6,36,2053,2
05/01/12,15,64,1070,0
05/01/12,11.49,22,2051,2
05/01/12,11.36,22,2052,2
05/01/12,10.47,44,2053,2
05/02/12,15,62,1070,0
05/02/12,11.49,24,2051,2
05/02/12,11.36,20,2052,2
05/02/12,10.47,42,2053,2
05/03/12,15,86,1070,0
05/03/12,11.49,32,2051,2
05/03/12,11.36,26,2052,2
05/03/12,10.47,58,2053,2
05/04/12,15,94,1070,0
05/04/12,11.49,30,2051,2
05/04/12,11.36,26,2052,2
05/04/12,10.47,58,2053,2
05/05/12,15,62,1070,0
05/05/12,11.49,20,2051,2
05/05/12,11.36,16,2052,2
05/05/12,10.47,40,2053,2
05/06/12,15,66,1070,0
05/06/12,11.49,24,2051,2
05/06/12,11.36,20,2052,2
05/06/12,10.47,42,2053,2
05/07/12,15,90,1070,0
05/07/12,11.49,34,2051,2
05/07/12,11.36,26,2052,2
05/07/12,10.47,60,2053,2
05/08/12,15,88,1070,0
05/08/12,11.49,36,2051,2
05/08/12,11.36,20,2052,2
05/08/12,10.47,60,2053,2
05/09/12,15,94,1070,0
05/09/12,11.49,32,2051,2
05/09/12,11.36,24,2052,2
05/09/12,10.47,62,2053,2
05/10/12,15,88,1070,0
05/10/12,11.49,36,2051,2
05/10/12,11.36,22,2052,2
05/10/12,10.47,58,2053,2
05/11/12,15,94,1070,0
05/11/12,11.49,36,2051,2
05/11/12,11.36,24,2052,2
05/11/12,10.47,62,2053,2
05/12/12,15,60,1070,0
05/12/12,11.49,26,2051,2
05/12/12,11.36,22,2052,2
05/12/12,10.47,42,2053,2
5/13/12,15,58,1070,0
5/13/12,11.49,28,2051,2
5/13/12,11.36,14,2052,2
5/13/12,10.47,40,2053,2
5/14/12,15,94,1070,0
5/14/12,11.49,36,2051,2
5/14/12,11.36,22,2052,2
5/14/12,10.47,60,2053,2
5/15/12,15,86,1070,0
5/15/12,11.49,32,2051,2
5/15/12,11.36,20,2052,2
5/15/12,10.47,56,2053,2
5/16/12,15,88,1070,0
5/16/12,11.49,32,2051,2
5/16/12,11.36,24,2052,2
5/16/12,10.47,58,2053,2
5/17/12,15,90,1070,0
5/17/12,11.49,32,2051,2
5/17/12,11.36,20,2052,2
5/17/12,10.47,64,2053,2
5/18/12,15,92,1070,0
5/18/12,11.49,38,2051,2
5/18/12,11.36,22,2052,2
5/18/12,10.47,62,2053,2
5/19/12,15,58,1070,0
5/19/12,11.49,24,2051,2
5/19/12,11.36,14,2052,2
5/19/12,10.47,38,2053,2
5/20/12,15,62,1070,0
5/20/12,11.49,26,2051,2
5/20/12,11.36,18,2052,2
5/20/12,10.47,38,2053,2
5/21/12,15,92,1070,0
5/21/12,11.49,38,2051,2
5/21/12,11.36,26,2052,2
5/21/12,10.47,64,2053,2
5/22/12,15,90,1070,0
5/22/12,11.49,30,2051,2
5/22/12,11.36,24,2052,2
5/22/12,10.47,58,2053,2
5/23/12,15,90,1070,0
5/23/12,11.49,38,2051,2
5/23/12,11.36,24,2052,2
5/23/12,10.47,64,2053,2
5/24/12,15,90,1070,0
5/24/12,11.49,32,2051,2
5/24/12,11.36,28,2052,2
5/24/12,10.47,56,2053,2
5/25/12,15,88,1070,0
5/25/12,11.49,36,2051,2
5/25/12,11.36,24,2052,2
5/25/12,10.47,56,2053,2
5/26/12,15,60,1070,0
5/26/12,11.49,26,2051,2
5/26/12,11.36,14,2052,2
5/26/12,10.47,40,2053,2
5/27/12,15,60,1070,0
5/27/12,11.49,24,2051,2
5/27/12,11.36,22,2052,2
5/27/12,10.47,42,2053,2
5/28/12,15,86,1070,0
5/28/12,11.49,34,2051,2
5/28/12,11.36,26,2052,2
5/28/12,10.47,60,2053,2
5/29/12,15,90,1070,0
5/29/12,11.49,38,2051,2
5/29/12,11.36,26,2052,2
5/29/12,10.47,60,2053,2
5/30/12,15,90,1070,0
5/30/12,11.49,38,2051,2
5/30/12,11.36,24,2052,2
5/30/12,10.47,60,2053,2
5/31/12,15,88,1070,0
5/31/12,11.49,30,2051,2
5/31/12,11.36,26,2052,2
5/31/12,10.47,64,2053,2
06/01/12,15,86,1070,0
06/01/12,11.49,34,2051,2
06/01/12,11.36,28,2052,2
06/01/12,10.47,60,2053,2
06/02/12,15,60,1070,0
06/02/12,11.49,22,2051,2
06/02/12,11.36,16,2052,2
06/02/12,10.47,46,2053,2
06/03/12,15,66,1070,0
06/03/12,11.49,22,2051,2
06/03/12,11.36,20,2052,2
06/03/12,10.47,42,2053,2
06/04/12,15,58,1070,0
06/04/12,11.49,28,2051,2
06/04/12,11.36,16,2052,2
06/04/12,10.47,42,2053,2
06/05/12,15,62,1070,0
06/05/12,11.49,24,2051,2
06/05/12,11.36,14,2052,2
06/05/12,10.47,40,2053,2
06/06/12,15,62,1070,0
06/06/12,11.49,28,2051,2
06/06/12,11.36,20,2052,2
06/06/12,10.47,38,2053,2
06/07/12,15,92,1070,0
06/07/12,11.49,36,2051,2
06/07/12,11.36,22,2052,2
06/07/12,10.47,62,2053,2
06/08/12,15,92,1070,0
06/08/12,11.49,34,2051,2
06/08/12,11.36,22,2052,2
06/08/12,10.47,56,2053,2
06/09/12,15,64,1070,0
06/09/12,11.49,24,2051,2
06/09/12,11.36,16,2052,2
06/09/12,10.47,46,2053,2
06/10/12,15,62,1070,0
06/10/12,11.49,24,2051,2
06/10/12,11.36,14,2052,2
06/10/12,10.47,38,2053,2
06/11/12,15,92,1070,0
06/11/12,11.49,34,2051,2
06/11/12,11.36,20,2052,2
06/11/12,10.47,58,2053,2
06/12/12,15,90,1070,0
06/12/12,11.49,36,2051,2
06/12/12,11.36,20,2052,2
06/12/12,10.47,64,2053,2
6/13/12,15,88,1070,0
6/13/12,11.49,36,2051,2
6/13/12,11.36,20,2052,2
6/13/12,10.47,64,2053,2
6/14/12,15,88,1070,0
6/14/12,11.49,30,2051,2
6/14/12,11.36,20,2052,2
6/14/12,10.47,64,2053,2
6/15/12,15,94,1070,0
6/15/12,11.49,32,2051,2
6/15/12,11.36,20,2052,2
6/15/12,10.47,60,2053,2
6/16/12,15,64,1070,0
6/16/12,11.49,26,2051,2
6/16/12,11.36,14,2052,2
6/16/12,10.47,44,2053,2
6/17/12,15,60,1070,0
6/17/12,11.49,24,2051,2
6/17/12,11.36,18,2052,2
6/17/12,10.47,46,2053,2
6/18/12,15,92,1070,0
6/18/12,11.49,36,2051,2
6/18/12,11.36,26,2052,2
6/18/12,10.47,64,2053,2
6/19/12,15,86,1070,0
6/19/12,11.49,36,2051,2
6/19/12,11.36,26,2052,2
6/19/12,10.47,64,2053,2
6/20/12,15,94,1070,0
6/20/12,11.49,38,2051,2
6/20/12,11.36,28,2052,2
6/20/12,10.47,58,2053,2
6/21/12,15,92,1070,0
6/21/12,11.49,30,2051,2
6/21/12,11.36,20,2052,2
6/21/12,10.47,62,2053,2
6/22/12,15,92,1070,0
6/22/12,11.49,34,2051,2
6/22/12,11.36,26,2052,2
6/22/12,10.47,64,2053,2
6/23/12,15,64,1070,0
6/23/12,11.49,22,2051,2
6/23/12,11.36,14,2052,2
6/23/12,10.47,38,2053,2
6/24/12,15,62,1070,0
6/24/12,11.49,20,2051,2
6/24/12,11.36,16,2052,2
6/24/12,10.47,38,2053,2
6/25/12,15,92,1070,0
6/25/12,11.49,32,2051,2
6/25/12,11.36,24,2052,2
6/25/12,10.47,62,2053,2
6/26/12,15,88,1070,0
6/26/12,11.49,34,2051,2
6/26/12,11.36,22,2052,2
6/26/12,10.47,56,2053,2
6/27/12,15,94,1070,0
6/27/12,11.49,36,2051,2
6/27/12,11.36,26,2052,2
6/27/12,10.47,56,2053,2
6/28/12,15,94,1070,0
6/28/12,11.49,36,2051,2
6/28/12,11.36,26,2052,2
6/28/12,10.47,56,2053,2
6/29/12,15,94,1070,0
6/29/12,11.49,30,2051,2
6/29/12,11.36,20,2052,2
6/29/12,10.47,60,2053,2
6/30/12,15,64,1070,0
6/30/12,11.49,24,2051,2
6/30/12,11.36,20,2052,2
6/30/12,10.47,46,2053,2
07/01/12,15,62,1070,0
07/01/12,11.49,24,2051,2
07/01/12,11.36,20,2052,2
07/01/12,10.47,38,2053,2
07/02/12,15,90,1070,0
07/02/12,11.49,38,2051,2
07/02/12,11.36,22,2052,2
07/02/12,10.47,60,2053,2
07/03/12,15,90,1070,0
07/03/12,11.49,36,2051,2
07/03/12,11.36,28,2052,2
07/03/12,10.47,62,2053,2
07/04/12,15,92,1070,0
07/04/12,11.49,30,2051,2
07/04/12,11.36,26,2052,2
07/04/12,10.47,64,2053,2
07/05/12,15,94,1070,0
07/05/12,11.49,36,2051,2
07/05/12,11.36,20,2052,2
07/05/12,10.47,58,2053,2
07/06/12,15,88,1070,0
07/06/12,11.49,30,2051,2
07/06/12,11.36,22,2052,2
07/06/12,10.47,56,2053,2
07/07/12,15,58,1070,0
07/07/12,11.49,28,2051,2
07/07/12,11.36,18,2052,2
07/07/12,10.47,44,2053,2
07/08/12,15,64,1070,0
07/08/12,11.49,28,2051,2
07/08/12,11.36,16,2052,2
07/08/12,10.47,44,2053,2
07/09/12,15,86,1070,0
07/09/12,11.49,38,2051,2
07/09/12,11.36,22,2052,2
07/09/12,10.47,60,2053,2
07/10/12,15,86,1070,0
07/10/12,11.49,30,2051,2
07/10/12,11.36,20,2052,2
07/10/12,10.47,56,2053,2
07/11/12,15,88,1070,0
07/11/12,11.49,36,2051,2
07/11/12,11.36,24,2052,2
07/11/12,10.47,58,2053,2
07/12/12,15,86,1070,0
07/12/12,11.49,34,2051,2
07/12/12,11.36,24,2052,2
07/12/12,10.47,60,2053,2
7/13/12,15,86,1070,0
7/13/12,11.49,38,2051,2
7/13/12,11.36,26,2052,2
7/13/12,10.47,56,2053,2
7/14/12,15,58,1070,0
7/14/12,11.49,26,2051,2
7/14/12,11.36,14,2052,2
7/14/12,10.47,46,2053,2
7/15/12,15,64,1070,0
7/15/12,11.49,22,2051,2
7/15/12,11.36,14,2052,2
7/15/12,10.47,38,2053,2
7/16/12,15,86,1070,0
7/16/12,11.49,34,2051,2
7/16/12,11.36,28,2052,2
7/16/12,10.47,58,2053,2
7/17/12,15,88,1070,0
7/17/12,11.49,32,2051,2
7/17/12,11.36,26,2052,2
7/17/12,10.47,56,2053,2
7/18/12,15,88,1070,0
7/18/12,11.49,38,2051,2
7/18/12,11.36,22,2052,2
7/18/12,10.47,62,2053,2
7/19/12,15,92,1070,0
7/19/12,11.49,34,2051,2
7/19/12,11.36,28,2052,2
7/19/12,10.47,64,2053,2
7/20/12,15,90,1070,0
7/20/12,11.49,34,2051,2
7/20/12,11.36,20,2052,2
7/20/12,10.47,62,2053,2
7/21/12,15,60,1070,0
7/21/12,11.49,24,2051,2
7/21/12,11.36,16,2052,2
7/21/12,10.47,38,2053,2
7/22/12,15,60,1070,0
7/22/12,11.49,22,2051,2
7/22/12,11.36,20,2052,2
7/22/12,10.47,40,2053,2
7/23/12,15,94,1070,0
7/23/12,11.49,38,2051,2
7/23/12,11.36,26,2052,2
7/23/12,10.47,56,2053,2
7/24/12,15,86,1070,0
7/24/12,11.49,36,2051,2
7/24/12,11.36,28,2052,2
7/24/12,10.47,64,2053,2
7/25/12,15,92,1070,0
7/25/12,11.49,36,2051,2
7/25/12,11.36,22,2052,2
7/25/12,10.47,62,2053,2
7/26/12,15,90,1070,0
7/26/12,11.49,32,2051,2
7/26/12,11.36,24,2052,2
7/26/12,10.47,58,2053,2
7/27/12,15,90,1070,0
